,SYN000,SYN001,SYN002,SYN003,SYN004,SYN005,SYN006,SYN007,SYN008,SYN009,SYN010,SYN011,SYN012,SYN013,SYN014,SYN015,SYN016,SYN017,SYN018,SYN019,SYN020,SYN021,SYN022,SYN023,SYN024,SYN025,SYN026,SYN027,SYN028,SYN029,SYN030,SYN031,SYN032,SYN033,SYN034,SYN035,SYN036,SYN037,SYN038,SYN039
2018-12-20,2.6963591467463743,-1.0252773818675696,2.9715847220142675,0.50932690965642,-1.537805843851023,-1.3369967807153222,0.9047971032756648,0.9462266356446991,0.10201591082897288,-0.5498840722062888,-0.2589097672375239,-0.5364465519787903,-0.6256073769266159,-1.1449477897591134,-0.048938619389262916,1.0472192972789018,1.2063123844322932,-1.727327231222146,0.5006922439128666,1.418969477244738,-1.1371720738651465,-0.07401386679623878,-0.7568069107272097,1.2813694298951714,0.8795035463144578,-1.1181791310327138,0.5303633262685166,0.5334457597266478,0.46334886058338015,-3.4346948563145356,1.9191607466784808,-0.8294122809688591,0.8780433800446513,-2.1657462326014816,1.9614613046756182,-0.11076985219171098,-0.8129517716607806,-0.7426118478078236,1.5773993593401143,-2.3530993054420684
2019-01-01,3.0857098009440143,-0.15965294453688322,2.3927422092132247,0.9659957820326962,-1.8703893441758253,0.30441224145095236,1.2288873102383953,0.5007274600677462,0.03316471512029584,-0.953619602889624,-0.7403167408187412,-0.6486745915537109,-0.31992398161702446,-1.5865490310379444,-0.04172602362422306,1.1950653575625,1.1734284589192523,-1.6885579082717803,0.19846130401127604,1.5696670955425163,-2.1137963684969288,-0.2378776110482916,-0.6503149221908687,0.014865144804501906,0.8822491434601205,-0.8428096011138207,-1.0164024164254046,-0.2536136095974823,0.06755654996247665,-2.8085404459771146,2.7960910801755476,0.24860528179858027,1.1024490457233598,-3.3591341711163936,2.4291864148005176,-0.08856491074092865,-0.5192256080998974,-0.3782788442542204,1.6481535411919461,-1.5594492594328113
2019-02-01,1.3747129305344006,-1.1502722247752148,2.855680839730181,1.3855446807012044,-1.4258118171778915,-1.022773934478411,1.3509513094909342,-0.3655561003087686,1.9173780449510307,-0.2517776197035885,-1.8366592617769149,1.4565415335279868,0.21490750284989693,-2.5424240775166136,1.6303814564270906,0.3159534079672038,2.3174595997213054,0.3291954436347009,0.3864226729983157,1.6694946640122308,-1.7663168939144758,0.13312236720599496,-1.8416346218157889,-1.886599840757527,0.040399079324436926,-1.659018636227711,0.3412122925792651,-0.7622436661208601,-0.9378504958749693,-1.681291091157989,1.551133594920406,0.305492546987685,1.6619589609227734,-1.697518267331915,1.8703516548808716,-0.25681644662409897,1.1173551406007438,-0.045286538153788136,-0.8497722439823542,-2.2460259462697767
2019-03-01,1.169091427887076,-0.26815861990565537,1.6122757040346347,1.4083807423137031,-0.7931610190675258,-1.3169892478398069,1.0611227573653617,-1.646968814536959,0.39626242720172833,-0.32663493745502115,-2.2134594864028605,1.1506688992416598,0.46268783021133486,-2.1953808995312842,2.9877656704601234,1.0618699002112473,1.5428464904230825,0.07352730619432568,-0.3295683969039169,1.4944000223180214,-1.8735395144012277,0.3236446448906364,-0.5391136057689385,-1.2941635442401744,0.6484779713462487,-1.9774199270682187,-0.6999179983733301,-0.20879263862117378,0.018499688051598295,-0.45217503061026626,1.7144202497509982,1.0517006894869327,1.6303502616954375,-3.1766588002252734,2.042857444540305,-0.8700361327855144,0.024839556704356558,-0.26718910703316356,-0.986278509513028,-0.4400834540454304
2019-04-01,1.5182251451729294,-2.404138032061019,2.606972621485398,0.7419376610777301,-1.98986725702865,-0.6502799681740838,0.2592663225318489,-1.714395333910402,-1.5710393632666881,0.9853572727758293,-1.183493597532772,2.1028587844923097,0.2548048534606351,-3.313930621654714,3.5060601908321423,2.0455034230383635,1.5836688729622739,-1.406112949417472,-0.8647833946947137,2.07466740093802,-0.1398169347933187,-0.2638179878941541,-2.8939429969844923,-0.9725557273907273,1.8984569919908405,-0.2933889259824841,0.0040102824005767285,0.6900013408946546,-1.717162062521819,0.0712816520381469,1.630000026796241,-0.2258155400093549,1.2827218960748603,-3.2948804042492466,2.4374006051337576,0.058688564637360996,0.14492531055219343,0.5763711073636931,-1.1879777948113261,-0.38578143427235956
2019-05-01,0.8687218985172074,-0.0670158420440845,1.3936477433818437,1.0118846388953797,-1.838783649771874,0.4744375709800761,0.1852082644046918,-0.6878863467634444,-2.236620555692631,2.0967324826093208,-2.411991835872056,0.5373125524563385,1.1531861357880635,-1.867250881856504,2.674472788129388,1.181343645276274,1.3314103633745,-3.1321394181661892,-0.6452961595887274,1.6173449353006069,-0.3296268295085474,-2.033006087137945,-0.798584839141018,0.7549905696410706,1.4181778626584742,-2.938576503402907,-0.10048623460864183,0.6151660845643628,1.1328825806156937,-0.8509282371182372,3.2717121610714694,-1.8683225664751264,2.4829692474538843,-3.274134086631201,1.7512369939166432,0.09735584333231462,-0.2304872887354302,-0.45628618746717076,1.0810805122009728,-1.3638513245868231
2019-06-03,1.9610146098391446,-0.2237208889970281,2.259802882281881,-0.26850327917236616,-0.7522216450613861,-0.7268071277487018,0.9476383148918373,0.1386720932798583,-2.4869677899886717,1.481688939592365,-2.340556904726659,2.332904847219769,0.6039899212053813,-3.1908901527070217,3.023715797255232,0.8843244605057743,1.1776837664445827,-2.1540024456039895,-0.18182858568531107,-0.372191610069589,-0.37015984600976926,-0.7435059064025646,-0.9934043499102448,-0.5980649087520159,1.906882190601701,-0.13395756565432396,0.9769039708490631,0.3005168563723696,0.7041764609536854,-0.20233198642806982,2.2679968256939973,-1.9846340212583469,0.43004815422792,-1.8885443306886147,1.1127162098992873,-0.24310991659188141,-0.25953013507465883,-1.3217391650080033,-0.5646866670532025,-0.5093170725214443
2019-07-01,0.847110876632208,0.41187370627109676,1.1088398233903403,0.4171104272534394,-1.6025848162961458,-3.31615855272375,0.9213153350833443,-1.0674538424559132,-1.0216728559903012,1.0169045044603655,-0.989742890920445,1.7396945355088056,0.5830914862989962,-1.1736266814708898,3.283382818980361,0.883095095786793,1.6071866128970755,-2.3330451061892434,1.0041864478921954,-1.7174195210349648,-2.0642272258472327,-1.5335089386654963,-2.50314317516798,-1.4631324443490108,1.103568883832641,-1.1063787534355516,0.36315479710799214,0.4217801985703806,0.5734150151728017,1.2871658543656397,0.9204000909049175,-0.8774455990628669,1.4068442833713788,0.02965517582405952,1.342315291612255,0.9216810520826547,0.6177059275964575,-0.6840714525340488,0.29799888403513247,0.34413473121250227
2019-08-01,2.481222969859777,-0.5881679807168261,1.40970727213465,0.6986087215571228,-3.173971710317824,-0.9003910905644078,1.2777823612447887,-0.9252574245215041,-2.1704864845662533,0.790987413329558,-1.0121793297082864,-0.2811818599117532,0.0028313089559908744,0.2026596014845086,2.7354352968325495,1.0732212970688473,0.6147765163805035,-0.44431713689729513,-0.48842778341017556,0.12278287892055428,-1.5366967352592371,-1.196813773249874,-1.066958678815096,-0.31401949242573596,0.4996928251216245,-1.6194040247375607,0.5900960179427037,1.6827546843506456,-0.6726930498704345,0.7927551205481296,2.21648407563094,-3.06259897641139,-1.1744019422886791,0.08052614290027699,1.5191827788187868,0.7051226523519353,-0.7307188223017205,1.317306532461335,0.480710379406874,0.0640394486719309
2019-09-02,1.1184013666644876,-2.1297742137168103,1.6442876977642626,0.03838908037832062,-0.375411400285821,-1.6668353030407166,0.5418826586709413,-1.264054000237679,-0.6411740406615662,0.5809078286881308,-1.2136690268811103,0.9806655296562213,2.4291111498344446,-1.2840698054635218,1.808297848375537,1.4952981850530798,1.636182012993765,0.8798050389568526,0.48182599604988535,-0.4728434394631803,-1.026580671810882,-1.6321352177517974,-2.393444466185918,-1.3468945947741515,0.36506168500163855,-1.5949592795256153,-0.7482865893811105,1.1054112083634584,1.0436797993829632,1.5662999467221523,1.3842832911701675,-1.7513947233242702,0.2537591042379712,-0.06571825601212769,0.21090935814670042,2.217283512218572,-1.0235393309202765,2.14028005337699,-1.6696341122351372,-1.6216038800348638
