date,SYN000,SYN001,SYN002,SYN003,SYN004,SYN005,SYN006,SYN007,SYN008,SYN009,SYN010,SYN011,SYN012,SYN013,SYN014,SYN015,SYN016,SYN017,SYN018,SYN019,SYN020,SYN021,SYN022,SYN023,SYN024,SYN025,SYN026,SYN027,SYN028,SYN029,SYN030,SYN031,SYN032,SYN033,SYN034,SYN035,SYN036,SYN037,SYN038,SYN039
2018-12-20,0.05499999999995519,-0.024999999999641094,0.054999999999967776,2.321060010856968e-14,-0.024999999999917484,-0.02499999999986297,1.192379528447418e-13,1.2554540740339348e-13,-3.362934930528638e-14,-3.425419670133323e-13,-8.047382205056408e-14,-3.136033099870872e-13,-5.677194825359777e-13,-0.02499999999975212,-6.032327415361749e-14,1.721262021803227e-13,1.4699352846037073e-13,-0.02499999999993462,2.128158760328347e-14,0.024999999998330732,-0.024999999999754295,-6.388639617327385e-14,-1.0826873425573424e-10,5.80938075422921e-13,8.52963533137796e-14,-0.024999999999725058,1.8166024240429124e-14,3.0427049768633196e-14,1.2219392164780629e-14,-0.024999999999983997,0.05499999999985624,-0.024999999831026614,9.49448852871626e-14,-0.02499999999996458,0.054999999999885064,-6.836892163519792e-14,-0.02499999999283354,-6.687196282828545e-11,0.05499999999961453,-0.024999999999972308
2018-12-21,0.05546689144077084,-0.025114380034900814,0.05512312125022549,2.4866020550906587e-05,-0.024740100950290982,-0.024169629582520388,2.4814962592531464e-05,2.421287119810933e-05,2.547245773760337e-05,2.5321093929935035e-05,2.47851952055074e-05,2.427034383332971e-05,2.4937148328300213e-05,-0.025925946383152564,2.4882047120360073e-05,2.5008092968598072e-05,2.4662194804608156e-05,-0.024495381584365362,2.511072302011086e-05,0.024319576213703956,-0.025648405781462425,2.4870993793186386e-05,2.5164844709060774e-05,2.4911908173955166e-05,2.464131109589443e-05,-0.025407944428825983,2.4440273003589058e-05,2.4766065458266262e-05,2.529041009734917e-05,-0.02497335627078031,0.05467900558234973,-0.02494053871848959,2.4374268350405015e-05,-0.02560947694861412,0.055142874213629595,2.479703208917508e-05,-0.024720401111287517,2.536890154251556e-05,0.054897968785997564,-0.024430844851590593
2018-12-24,0.05524245409055731,-0.025033104573106833,0.055093528347436416,-7.801374312776943e-06,-0.024699585871193863,-0.024271147222722434,-7.719849543084967e-06,-7.626395114174178e-06,-7.996471692823387e-06,-7.76025934785124e-06,-7.691749391830482e-06,-7.337940312216601e-06,-7.670893030654186e-06,-0.026457180973575665,-7.74578144393731e-06,-7.737528960900103e-06,-7.695957142547782e-06,-0.024819440099504878,-7.932946518549727e-06,0.024362073910731676,-0.02547149397886134,-7.5233577871459956e-06,-7.86664658865982e-06,-7.842560356623174e-06,-7.613865846328727e-06,-0.025098133671438014,-7.67907569669199e-06,-7.625552385755879e-06,-7.89054937069128e-06,-0.024892215061496047,0.05453901761323758,-0.024432270020988564,-7.580220490802786e-06,-0.02550707834382144,0.05466600888527241,-7.722382881814732e-06,-0.02450757815997434,-7.930504741963246e-06,0.055192824141128013,-0.023736687148722325
2018-12-25,0.05599336290635884,-0.025101180527152062,0.054994465209960826,-1.2951473590497309e-05,-0.02505566242740175,-0.024254431069958695,-1.283850369055567e-05,-1.2640421257523182e-05,-1.3131540763409305e-05,-1.2517531393706899e-05,-1.2754261723896265e-05,-1.2350864814270057e-05,-1.275459627684758e-05,-0.025945818459408652,-1.2910058990622808e-05,-1.2754534918276578e-05,-1.2593475668523646e-05,-0.025131963732599488,-1.297657686362072e-05,0.024812521821597332,-0.025762731278924523,-1.2430813756975773e-05,-1.308026133561499e-05,-1.3393049256262696e-05,-1.2626680963460923e-05,-0.025109260005595813,-1.3175316201062548e-05,-1.2610883056058536e-05,-1.3122067468413628e-05,-0.024425620259622513,0.05342871277297209,-0.024280743006163175,-1.2526443488987404e-05,-0.02546966376698324,0.05382419573080541,-1.2835497244911148e-05,-0.024266675220268367,-1.3209830148123991e-05,0.05548819060045529,-0.023455514605199883
2018-12-26,0.05491049687666706,-0.025452919623736487,0.054886327925841735,-5.2921958232365895e-05,-0.02540194445021484,-0.0241805688226593,-5.175186242240004e-05,-5.0624746108875185e-05,-5.346087271910355e-05,-5.119130378099246e-05,-5.2820200704038756e-05,-4.98565190094058e-05,-5.246430253368073e-05,-0.02598939495359847,-5.1824844644107054e-05,-5.129503429147225e-05,-5.0718949076822284e-05,-0.024460231402754447,-5.3907358019942425e-05,0.024735350875720617,-0.0256296570922213,-5.1252726952506766e-05,-5.189474844534067e-05,-5.455067828416538e-05,-5.182784866258894e-05,-0.02493257866506267,-5.486244830701578e-05,-5.1363513951969975e-05,-5.463981224940878e-05,-0.02476190066113184,0.053194518772868724,-0.02395223350088529,-5.054935462552729e-05,-0.02526244024251121,0.053376538550981956,-5.205910836236782e-05,-0.0245584659867445,-5.3781902950328364e-05,0.057234106695624995,-0.02260538420185029
2018-12-27,0.05391414743572437,-0.02527772681857687,0.05583748278525806,-1.2530783832842562e-05,-0.02494146248785063,-0.023982482442872752,-1.2106438135782438e-05,-1.1853455284167175e-05,-1.300113625057886e-05,-1.2057362381041187e-05,-1.245864910582109e-05,-1.1723528816461048e-05,-1.243283548304358e-05,-0.025783456767704944,-1.2227495558844031e-05,-1.2103057558998653e-05,-1.2048500759715558e-05,-0.024938210114653015,-1.2647741493423265e-05,0.025173212491561063,-0.025664432493305085,-1.2002517019816389e-05,-1.237275366050214e-05,-1.303085772277196e-05,-1.2283530022572792e-05,-0.02498372363577266,-1.2792712401822615e-05,-1.244196377117937e-05,-1.2588917718669296e-05,-0.024998931011505895,0.0533077755403111,-0.02416680211391842,-1.188476511389952e-05,-0.02573955467184353,0.05352140978748113,-1.2119377395630043e-05,-0.024161873298965242,-1.2784924107781676e-05,0.056432256741094936,-0.023276135620866226
2018-12-28,0.05436930634510426,-0.02590752559904275,0.0560770178687712,-8.158537247678413e-05,-0.024794567009172767,-0.02310606468874915,-7.906204596773783e-05,-7.86170978753567e-05,-8.395861726069251e-05,-7.897398417848131e-05,-8.059181387549269e-05,-7.718584181933344e-05,-8.222674628848708e-05,-0.025235761869903135,-7.92828728897986e-05,-7.971681917363221e-05,-7.931225901168862e-05,-0.02476601177067104,-8.370754297165953e-05,0.024717315259846964,-0.025943557727611335,-7.853787720081551e-05,-8.130173260122164e-05,-8.217798194261328e-05,-8.049161093710497e-05,-0.025246903545788863,-8.374682147604603e-05,-8.210201537891051e-05,-8.362218705696561e-05,-0.02479426011745691,0.053415365605090484,-0.023796225481438865,-7.747754927553419e-05,-0.025918903050279336,0.053301174133461415,-7.96298611473005e-05,-0.024101718979035004,-8.265828238195744e-05,0.05660350935941619,-0.02309622179935377
2018-12-31,0.054067535229197716,-0.026100940281520837,0.05592154048084266,-6.353853825644476e-05,-0.02529474632898554,-0.023077037504880316,-6.124795462171193e-05,-5.990683379390738e-05,-6.683214713684368e-05,-6.186922251920704e-05,-6.236620724621791e-05,-6.0801408524963074e-05,-6.498269717962121e-05,-0.024986534145118266,-6.342077617179157e-05,-6.377563044074677e-05,-6.253496038523959e-05,-0.025134342265172485,-6.598946831857383e-05,0.02481800704880383,-0.0260337642296191,-6.169860321074416e-05,-6.233684555224245e-05,-6.390995829335527e-05,-6.322946912825159e-05,-0.025447861973202358,-6.555442310154577e-05,-6.382903400841203e-05,-6.65474032584372e-05,-0.02463971053740946,0.053320556166077115,-0.024001039103070228,-6.14132474820693e-05,-0.025651633954647524,0.053904024914320864,-6.238757714037424e-05,-0.0239281136212418,-6.481986048865324e-05,0.05706164419677344,-0.023404591824888455
2019-01-01,0.05499999999951074,-0.02499999999922569,0.05499999999955003,0.04598734568682624,-0.025,-0.024999999998425792,0.05499999999725922,-0.0016858419758265311,0.00019669232353129729,-0.0249999999993992,-0.024999999999158033,-0.024999999998966894,-0.02499999999829963,-0.025,-0.024999999992233415,0.05499999999722042,0.05499999999641813,-0.025,0.0011875760142056602,0.05499999999861346,-0.025,-0.02499999999739395,-0.02499999999898964,-0.018321056573161514,0.0002846104230165812,-0.024999999999835754,-0.024999999999493015,-0.024999999997929238,-0.0026493259956816076,-0.025,0.05499999999948108,-0.02499999991053414,0.05499999998893459,-0.025,0.054999999999260286,-0.024999999994518907,-0.024999999995641283,-0.024999999998506106,0.05499999999939275,-0.025
2019-01-02,0.054582082122598796,-0.02486251549184754,0.05548415966079562,0.04602049138461582,-0.024876227529076086,-0.025020166466233392,0.054191810379258326,-0.0016397492056621776,0.00022009524244398504,-0.02458748601068456,-0.024908473527146056,-0.025384950011788254,-0.02501646176578335,-0.024555664521387962,-0.024687023996561887,0.055686057495781996,0.055562566393540486,-0.025298635152142222,0.00119642811713987,0.055043780015641475,-0.025123024093395382,-0.024981519526494158,-0.024812699953491314,-0.01821027010555879,0.000306371564202039,-0.024570191121444616,-0.0253978843471182,-0.025283571598645936,-0.002614593009554019,-0.025001545506443693,0.05525676580837946,-0.026036782464171918,0.05586863510007655,-0.025254412294649402,0.05482470358780493,-0.02489017985810714,-0.025385154310388867,-0.025283732250013034,0.054479359021211676,-0.02504039177570095
