date,gross,net,benchmark,active,gross_active,turnover,cost,rebalance
2018-12-20,0.015246613782108039,0.014946613782108998,0.016255180578821214,-0.0013085667967122159,-0.0010085667967131753,0.2999999999990399,0.0002999999999990399,True
2018-12-21,-0.005749539913132609,-0.005749539913132609,-0.007042281885606351,0.0012927419724737422,0.0012927419724737422,0.0,0.0,False
2018-12-24,0.004408855675498044,0.004408855675498044,0.004205143116753731,0.00020371255874431296,0.00020371255874431296,0.0,0.0,False
2018-12-25,0.0115324385675837,0.0115324385675837,0.009946393362322052,0.0015860452052616474,0.0015860452052616474,0.0,0.0,False
2018-12-26,0.0028278855007678816,0.0028278855007678816,0.00442248182879204,-0.0015945963280241584,-0.0015945963280241584,0.0,0.0,False
2018-12-27,-0.00014612142191315256,-0.00014612142191315256,-0.0028650846100065153,0.0027189631880933625,0.0027189631880933625,0.0,0.0,False
2018-12-28,-0.001411093939303513,-0.001411093939303513,-0.0007231224086797238,-0.0006879715306237892,-0.0006879715306237892,0.0,0.0,False
2018-12-31,-0.016842925003415814,-0.016842925003415814,-0.01568594694724834,-0.001156978056167473,-0.001156978056167473,0.0,0.0,False
2019-01-01,-0.004735348731643947,-0.00503534873164265,-0.0037641604798483606,-0.0012711882517942898,-0.0009711882517955866,0.2999999999987033,0.0002999999999987033,True
2019-01-02,0.0027750913025711495,0.0027750913025711495,-0.0004874522172794139,0.0032625435198505633,0.0032625435198505633,0.0,0.0,False
2019-01-03,0.000597820906606872,0.000597820906606872,0.006009427799272394,-0.0054116068926655225,-0.0054116068926655225,0.0,0.0,False
2019-01-04,0.0020300850535163602,0.0020300850535163602,0.0014919257753551792,0.000538159278161181,0.000538159278161181,0.0,0.0,False
2019-01-07,0.005148338236713408,0.005148338236713408,0.004631996212879988,0.00051634202383342,0.00051634202383342,0.0,0.0,False
2019-01-08,0.011991511653652755,0.011991511653652755,0.013943662447575306,-0.0019521507939225507,-0.0019521507939225507,0.0,0.0,False
2019-01-09,-0.0037955066478030505,-0.0037955066478030505,0.0004967372701081599,-0.00429224391791121,-0.00429224391791121,0.0,0.0,False
2019-01-10,0.009823097985898565,0.009823097985898565,0.007037872208652804,0.0027852257772457614,0.0027852257772457614,0.0,0.0,False
2019-01-11,0.00650219242237165,0.00650219242237165,0.006696754007419288,-0.00019456158504763815,-0.00019456158504763815,0.0,0.0,False
2019-01-14,0.00014151866185640734,0.00014151866185640734,0.001126451950518006,-0.0009849332886615986,-0.0009849332886615986,0.0,0.0,False
2019-01-15,-0.005392198259592029,-0.005392198259592029,-0.0015875030264272817,-0.0038046952331647474,-0.0038046952331647474,0.0,0.0,False
