date,SYN000,SYN001,SYN002,SYN003,SYN004,SYN005,SYN006,SYN007,SYN008,SYN009,SYN010,SYN011,SYN012,SYN013,SYN014,SYN015,SYN016,SYN017,SYN018,SYN019,SYN020,SYN021,SYN022,SYN023,SYN024,SYN025,SYN026,SYN027,SYN028,SYN029,SYN030,SYN031,SYN032,SYN033,SYN034,SYN035,SYN036,SYN037,SYN038,SYN039
2018-12-20,0.001287182191052894,-0.0005226188178525404,0.0009383280395916846,4.062679894664702e-16,-0.00014225575885883033,0.0004374887239553594,1.837968032277615e-15,-1.1578994933258096e-15,-1.4231477998917948e-15,-1.2374299605032335e-14,-1.14242492771089e-15,2.1548274197834798e-15,-1.158947477357301e-14,-0.0013473773235356777,-1.0954317800982564e-15,4.013478883231062e-15,1.346918475710371e-15,0.00010644156456820128,5.855978092519341e-16,-0.0003341118793944619,-0.0010653252492449352,-1.1312402323379792e-15,-3.2194535936859773e-12,1.1259292507392031e-14,7.086904690729016e-16,-0.0008209551539284296,1.4933246879075851e-18,4.0813163447306753e-16,4.2608208517523547e-16,-0.00037930268663709666,0.00048764441813591735,-0.00034595184823528973,-2.486295172720971e-16,-0.0010257636209784603,0.0009583731264109364,-1.0036960134161316e-15,-0.00012223570250600045,-2.5467491350504203e-12,0.0007098458328918555,0.000172027353625918
2018-12-21,-0.0005095804738995881,0.00025756564067012683,-0.00031396732145849606,1.1206181706769995e-07,0.00021445652525991553,6.940662022759448e-05,-9.790208828889117e-08,2.0497122440370388e-07,1.3027822370198023e-07,-4.746531161903677e-07,-1.5810531444462612e-07,-7.760645332327711e-07,-3.768374120007809e-07,-0.00034491566410834406,-8.195980176015522e-08,-2.344270916813274e-07,-2.1631777180826698e-08,-0.00014927302171579578,2.8862119178075996e-07,-6.605972602090274e-05,0.0003562892432480727,-7.830523391777172e-07,2.175949294313162e-08,1.980441618304761e-07,-2.635844759599834e-07,0.0004865588895052247,1.4623924506875057e-07,-3.5092164002409654e-07,-2.681116730193448e-08,0.00025643920450447435,-0.00042150018831064404,0.0006803276303074884,-1.0426584752825438e-07,0.00028202664056816335,-0.0007590330341481146,-7.186124608044522e-08,0.00038541222505832524,2.2335789151896438e-08,9.968404691090773e-06,0.0008613181448000555
2018-12-24,0.0010029641230660219,-0.00017363001056130541,0.00014849561068397966,-4.246447210427208e-08,-0.00046143920260016517,-8.527720110085055e-05,-5.557091280721584e-08,-2.906009726060877e-08,4.357827670105609e-08,1.7923010037711682e-07,-3.26514354495666e-08,-1.4215015482637274e-07,-5.3710606859749966e-08,0.00040225663426393915,-7.297532949585612e-08,1.296277865592941e-08,6.893373360025633e-08,-0.00041820713739524425,7.390436425081548e-08,0.0005649025303670825,-0.00039957327216947984,-5.152295579763276e-09,-5.523450110650074e-08,-2.687109555413117e-07,-3.3267806579194335e-08,-0.00011671436603705686,-3.0032954439521893e-07,-1.2013555966725472e-08,-5.660668731682878e-08,0.0003638815729663456,-0.0008697943598133835,4.942301553676719e-05,-6.206044044658922e-09,-6.9689004437557e-05,-0.0005995223991165765,-5.12168467794953e-08,0.0001388580974383799,-6.98308579581738e-08,0.00054514772277343,0.00018253874773047283
2018-12-25,-0.00040990747763216287,-0.000604903847381096,0.0005645250640619033,-1.8794653894820632e-07,-0.000598939754482651,-0.0001666472019352678,-1.0405943657630384e-08,7.135113485857836e-08,-1.4168065475730145e-07,-1.9220355085081392e-07,-3.5989421066194804e-07,-2.7470840083748418e-08,-2.7119792784534734e-07,-0.00030207723964664643,4.3029254283003074e-08,1.9046234663717047e-08,1.016926787870524e-09,0.0004284412465799265,-4.074975136533313e-07,0.000247483079795374,-0.00012184846447703862,-2.9417107287134345e-07,1.957936103729815e-07,-1.5074769788414216e-07,-2.410944974639341e-07,-7.130789440617059e-05,-4.458872072693342e-07,-1.41607807735486e-07,-4.4386004796605057e-07,-0.0005825720058836631,0.00041773428987925017,9.02711692281275e-05,-2.390852118138697e-08,-4.404664347208408e-05,0.0002065018633537603,-8.969530055627451e-08,-0.0005360589295443588,-1.43149094781417e-07,0.002447351772520034,0.0006252883599716131
2018-12-26,-0.0008829922101103422,6.340251763071412e-05,0.0010685560004198508,-3.2238670464547307e-07,0.00035017879772806143,9.20242869734131e-05,3.105974139483885e-07,2.5842630952711127e-07,-1.7820386491171855e-06,-4.1432782803815905e-08,-1.1763742414989226e-07,4.2268964421735357e-08,-3.6384975988928787e-07,9.191131685449625e-05,-1.3080286797183944e-07,-1.318665335024258e-07,-4.7613527861460906e-07,-0.0005882674929733217,1.6605024121395018e-07,0.00046886799195615874,-0.00014827588743209226,2.530320109032547e-07,-6.777591041117297e-07,-8.185242121549473e-07,-3.6589442765499805e-07,-0.0001616350345051991,5.051470659043456e-07,-1.503427163620156e-06,1.1484516226900396e-06,-0.0003475876685116944,0.00022533907059448278,-0.00032144585650228913,4.9996845227361233e-08,-0.000590947142149809,0.0002574027164967407,5.628639607441244e-07,0.00028973724215396624,-5.420792267573813e-07,-0.0006831982711031213,-0.0007736897058437614
2018-12-27,0.0005147241333490631,-0.0005555715275877052,0.0003009712200655198,7.896854855711923e-08,0.00021793401102784067,0.0009426185844614954,3.9740932815240297e-08,-1.4533254144101906e-07,1.8710885798241536e-07,4.105060437970257e-09,1.5847376170364197e-07,-5.6816581805396666e-08,-1.1686879430066309e-07,0.0006199974907577383,1.270949092108724e-07,-6.35731380576118e-08,-5.638471890027146e-08,0.00024315506315754172,-1.279661056235522e-07,-0.0003918693477319258,-0.00020479474633135848,1.581994519788247e-08,-3.586429121073821e-08,4.885970066556167e-07,-1.3518944322626947e-09,-0.00019084539521608716,1.1009991563824285e-08,-8.870316607077767e-08,-1.7376260110874183e-07,0.00027570854712805136,0.00016611018264649748,0.00043875483231857877,5.989874143770834e-08,-0.00010508852819809474,-0.00016184064057349945,-3.3981696581480464e-08,0.00012920778407050077,1.692997476971688e-07,0.00023326556163632533,0.00024608645113915383
2018-12-28,-0.0003950354447410386,-0.00017454050767316094,-0.000251939801430979,8.073938170949992e-07,-0.00048188812192047163,4.571470681446628e-05,1.1961379887776832e-06,2.4561870920006506e-06,-1.0066007361546002e-06,3.1824441351111767e-07,1.3042461332975905e-06,-1.12361908178056e-07,-3.872240599143551e-07,0.00026729604754027633,-1.3453921492450158e-06,-1.362580175492547e-06,-1.8984846861079196e-07,-0.00035015528838211777,-1.863584280390384e-07,4.851059170382464e-05,-7.138090371121809e-05,9.904954157892639e-08,2.0515221370678036e-06,9.278084479683997e-07,1.0655882327271004e-07,-0.0001825565081678763,4.0600288683160567e-07,9.547229071182525e-07,-9.810296297460973e-07,0.00017236710688042257,-0.00018678525893620884,-0.00018745793253565794,-5.984992434598686e-07,0.00028581836696364135,0.0005098685007573196,3.151253727906645e-07,0.00019090831294545557,2.5134853631956183e-07,0.0003597057906908677,-0.0002914456407201235
2018-12-31,-0.0007762713327539958,0.0006467306263927843,-0.0008610260791163851,6.16682006942519e-07,2.1003011942778443e-05,0.0006711401323206535,3.5600043784447073e-07,1.94111385020467e-06,1.1302267128322024e-06,8.773195304083612e-07,2.436299479746681e-06,6.094780445961683e-07,1.1444630353110657e-06,0.0009471278525374758,8.741910770650236e-07,2.1271031643949486e-06,-2.3506380794049476e-07,0.0003162357278233759,8.796025275086814e-07,-0.00015724250811827446,0.00032053178666265454,7.00334763237765e-08,2.7748933742927983e-06,-3.7467941801976305e-07,3.646362833097311e-07,0.0004955488271791962,7.355696005290293e-07,2.971065767378138e-06,2.147353612053115e-06,7.748590359377151e-05,-0.0006160368618211513,-2.3882847470838364e-05,1.0781445842857875e-06,-0.0002508949379365616,-0.0001702981198989719,1.581389525281092e-06,-0.0004043029099943508,1.930173341473958e-06,-0.0018560722914716184,0.0004372099677561623
2019-01-01,-0.0007004441357612858,0.0002310710056214318,0.00019696409367537865,-0.00020903804028352455,0.00021741058347658217,7.401345400229153e-05,-0.0010886957630832454,2.9918630077596414e-05,-1.7890752084134813e-06,0.0005050652318543096,0.0001852859636753932,-0.00028939698720507965,7.770420923902639e-05,0.000536766940559863,0.0004059019157569957,0.0003978168730194633,0.0002749649827964859,-0.0002034070295084234,-2.0758832824421937e-05,-0.00024113606964373815,-2.845699896874554e-05,0.00011251491942545007,0.0002806990300606182,0.00017287697098597712,-3.740755136784684e-06,0.0005222950207926478,-0.00030228263509450126,-0.00018840017971769485,2.295370518211001e-05,9.256432308679674e-05,-2.9252728923086398e-05,-0.0009387759261543107,0.0005794494324672583,-0.00015935063394808548,-0.0004590785208003447,0.00020351076776466555,-0.00028960052012187026,-0.00018856022578983122,-0.0008026355245636052,5.3864277421064593e-05
2019-01-02,0.0006999600070622665,0.0005975050184660504,-0.00022312444951804887,-0.0003288327828167375,0.0006243008579562493,0.0005392392196866805,-2.318337812798857e-05,-1.1806671783041598e-05,-4.4123865212593774e-07,-0.000543945941552605,-8.377040804300054e-05,4.717900919926663e-05,0.0003657068663528309,0.0003618104585886728,-0.00017067242853702834,0.0003675308124359489,0.00019708546658041601,-0.00028775694485716274,1.1457835591669636e-06,6.128913313709411e-05,-0.0004980727224822218,0.00016110850134384703,-1.3729172565697319e-05,0.00029643496396795644,1.3253850799111633e-06,0.0003246024114737014,5.521892422115611e-05,0.00041064796360643893,2.6624437466271358e-06,-0.00044516918582152286,0.0005694219234878818,-0.00041425804085691223,0.0007876240766185713,1.8407381789236366e-05,0.00023052131784130308,-0.00019945892235065165,0.00013694075215831418,1.2200767343327764e-06,-0.0004904307759623153,0.00013830782868370296
