date,sector,portfolio_weight,benchmark_weight,portfolio_sector_return,benchmark_sector_return,allocation,selection,interaction
2018-12-20,Sector0,0.23500000000049243,0.19999999999999998,0.016537928643736932,0.01780189150656825,5.41348824719079e-05,-0.00025279257256626345,-4.423870019971853e-05
2018-12-21,Sector0,0.2352989017533906,0.2003043942028155,-0.007741737144390138,-0.008997965082243561,-6.843817039125368e-05,0.000251627976072382,4.3961078056454985e-05
2018-12-24,Sector0,0.23482742918243488,0.19990988401289636,0.0018047467099704872,0.004463361159914373,9.01634018565156e-06,-0.0005314833063232925,-9.283229014430343e-05
2018-12-25,Sector0,0.23421859722099775,0.19996128819003295,0.003645155424830593,0.006032019962573921,-0.00013409589921776002,-0.0004772805077022634,-8.176755608452414e-05
2018-12-26,Sector0,0.23239231036835226,0.1991862736421176,-0.004767703725912214,-0.0011685105870200894,-0.00018565469949555696,-0.0007169098694541989,-0.00011951493955486366
2018-12-27,Sector0,0.23063213142387093,0.19807752810384638,0.0037573637431195395,-0.0018240578458593231,3.38902133523406e-05,0.0011055541916503756,0.000181700965791028
2018-12-28,Sector0,0.23153253209529023,0.19828432460144127,-0.00400498586832709,-0.0006934380817279513,9.869506618077851e-07,-0.000656628016251208,-0.00011010302793464442
2018-12-31,Sector0,0.23093111307024067,0.19829021479749492,-0.019301649344676108,-0.02298857114895769,-0.00023836421369208591,0.0007310805165125624,0.0001203444395531233
2019-01-01,Sector0,0.24000000000427377,0.19999999999999998,-0.0020113938890622923,-0.00553751374492445,-7.093413061062252e-05,0.0007052239711724315,0.00014104479424955618
2019-01-02,Sector0,0.24065685962588107,0.19964398926544738,0.009889223248404258,0.0033081741767415395,0.00015566953323462176,0.0013138668902184143,0.00026990771241175557
2019-01-03,Sector0,0.24236418629154885,0.20040213281926728,-0.001960803646929206,0.007986468706280734,8.2960696256772e-05,-0.001993454595317404,-0.0004174079743887437
2019-01-04,Sector0,0.24174443783219135,0.20079596930179622,0.020032016884629376,0.012725766532339181,0.0004600085747128296,0.0014670656214497,0.0002991797626259434
2019-01-07,Sector0,0.24608748796144309,0.20304831890714548,0.011049413461491395,0.0037356161210934133,-3.8579454307309204e-05,0.0014850542547953617,0.00031477976016226094
2019-01-08,Sector0,0.2475322307154177,0.2028671496118959,0.003364885662059852,0.013235226368064113,-3.1642354948028434e-05,-0.0020023678847253526,-0.00044085956815307286
2019-01-09,Sector0,0.24542216561046704,0.20272540760644195,0.005735161961535941,0.0074385982523179905,0.000296394958454997,-0.00034532981638039657,-7.273120708279528e-05
2019-01-10,Sector0,0.24777011459627105,0.20413200049649532,0.0005092716233595092,-0.004879733805476134,-0.000520061851040732,0.0011000684588746937,0.0002351660337878406
2019-01-11,Sector0,0.24548487490450843,0.20171623757046198,0.012541148785272514,0.012064067235490814,0.00023491998613769276,9.62350952362496e-05,2.088120933116006e-05
2019-01-14,Sector0,0.24695777030251306,0.20279170962887366,0.006571017228511682,0.004874140801872959,0.00016552065319486482,0.00034411247158700056,7.494434721459424e-05
2019-01-15,Sector0,0.24854536025909127,0.20355085471773093,-0.014955419734120503,-0.007033689069717397,-0.0002450484481040964,-0.001612475047582911,-0.0003564343542766497
2019-01-16,Sector0,0.24615557976223112,0.20244051622795456,0.01248402601032927,0.008819553648559632,0.00014576782844862818,0.0007418376766197171,0.0001601926421143602
2019-01-17,Sector0,0.2486418078405974,0.2031118714732542,-0.0041735853235475694,0.00030922564580338597,0.00023574755342495733,-0.0009105121254457054,-0.000204102098181377
2019-01-18,Sector0,0.24892327200265738,0.2041687012541388,0.03474598660270268,0.02765681162035719,0.0003983517560999728,0.001447387649108811,0.00031727298329600913
2019-01-21,Sector0,0.25201072836371113,0.20595251014526306,0.016378290324472713,0.013894085535359101,-4.4457628770545326e-05,0.0005116282120328321,0.00011441804627630851
2019-01-22,Sector0,0.2524551258194474,0.20575662549703222,0.008119680757074522,0.004969657992670421,2.6913974282227345e-05,0.0006481380542426206,0.00014710133907914005
2019-01-23,Sector0,0.2534475189350766,0.20587469151362717,-0.005114235171088862,-0.007893613640491508,-4.802792896618867e-06,0.000572203684987887,0.00013222289226378438
2019-01-24,Sector0,0.25365889141815245,0.20585374385825045,-0.004443441612329883,-0.0057670500942870115,0.00014584704511156965,0.0002724697614134104,6.327529879149841e-05
2019-01-25,Sector0,0.2545732653547095,0.2064873630127747,0.00726414824230275,0.012086016396926734,0.00013782743207414361,-0.0009956548400435808,-0.00023186388118893417
2019-01-28,Sector0,0.25393986176650774,0.2070738057816568,-0.0048867637296851445,-0.0012631448160930622,-0.00020114262727447143,-0.000750356559139905,-0.0001698247268721713
2019-01-29,Sector0,0.25206444154626223,0.20618775725081562,0.0031030270374337392,-0.003999283453178831,-0.00046274792346067697,0.0014644094713583459,0.0003258304561460714
2019-01-30,Sector0,0.2511488411799246,0.20412057112983908,-0.0015986296612006702,-0.0066160486681611135,0.00027942332811982997,0.0010241584332984757,0.00023596053601376753
2019-01-31,Sector0,0.253680770446081,0.20534879825332264,0.004761192737178595,0.0018833162019396717,-0.00029086344783219286,0.0005909684880327489,0.00013909344867535942
2019-02-01,Sector0,0.16000000001993386,0.19999999999999998,0.012990879009787662,0.009112165883084056,-0.0001728473699933023,0.0007757426253407212,-0.00015514852499082647
2019-02-04,Sector0,0.16071809273721854,0.2008601160502001,-0.010609402010085844,-0.006017386130655923,-0.000353568696678964,-0.0009223528424466556,0.00018433280848565738
2019-02-05,Sector0,0.16097763842209195,0.2026559038680654,-2.8750567998124128e-05,0.003724789599853754,-0.00022774238779889642,-0.0007606770754211122,0.0001564410434778543
2019-02-06,Sector0,0.16179240879744208,0.20376520539226822,-0.007754036480810554,-0.004123101360391644,0.00017028581327752586,-0.0007398582405781594,0.00015240050125835347
2019-02-07,Sector0,0.15995257583751976,0.20293846477713745,0.010431325596035382,0.0022677278730335957,1.6623952811208713e-05,0.0016567079889641175,-0.00035091950506867064
2019-02-08,Sector0,0.1614932272235718,0.20286019006727637,-0.0005847464753334187,-0.006799521434457791,-0.0001857794788784456,0.00126073042943332,-0.0002570863648160836
2019-02-11,Sector0,0.1630994665465627,0.2037816410535965,-0.0001939447172799161,0.006486095796483372,-0.00019970729444209788,-0.0013612696181991926,0.00027175857389497373
2019-02-12,Sector0,0.162980326632579,0.2047804224040904,-0.0037474996384627424,-0.0011560976376802587,-6.654767381840942e-05,-0.0005306683963390421,0.00010832085181519407
2019-02-13,Sector0,0.16266895175737622,0.20510734066766742,0.01153654009499411,0.004235375883559375,-4.002420649207108e-05,0.0014975223751853253,-0.0003098496463027668
2019-02-14,Sector0,0.16340003644551168,0.20530014535273836,0.02011181151894798,0.015347028344459062,-0.00012633618921221795,0.0009782106782968566,-0.00019964493393040682
2019-02-15,Sector0,0.16507251541998674,0.20591162073305067,-0.010402512708645457,-0.016228285505219712,9.251808209828516e-05,0.0011995943185651218,-0.0002379193487692789
2019-02-18,Sector0,0.16536282867597096,0.20543853703360188,0.017218260948754036,-0.00294696962035701,-4.142274178239531e-05,0.00414271546706344,-0.0008081358992520779
2019-02-19,Sector0,0.1688079419250289,0.20565172944526175,0.0017602494435545425,-0.00031956292113962173,0.0002152545705687475,0.0004277170097209943,-7.66281648467448e-05
2019-02-20,Sector0,0.16892034011003548,0.20445683770613352,-0.005593159796081435,-0.003347123260891999,9.838735671722286e-05,-0.00045921752735727286,7.981627193350773e-05
2019-02-21,Sector0,0.16752397906634292,0.2038904450420859,0.004048541584136569,0.0063507201878069824,-5.3008168441443795e-05,-0.00046939222006872844,8.372209986046355e-05
2019-02-22,Sector0,0.1673075749549115,0.20418619092337958,-0.0009071828440047403,-0.0033398096978215215,-0.0005404224700111945,0.0004967088112187735,-8.971191153649183e-05
2019-02-25,Sector0,0.16978232360948703,0.20723318047479503,0.011512218716070173,0.014642817421919503,-0.00033922860885844447,-0.0006487639266034341,0.00011724360403548172
2019-02-26,Sector0,0.17158037364375217,0.20909986652892745,0.003280112451140181,0.00539954826895774,0.0002505868947406281,-0.00044317374662227984,7.952015708719156e-05
2019-02-27,Sector0,0.16958496134017417,0.20771998755607934,-0.00835506023968911,-0.0024575963776412974,-0.0003051233244646846,-0.0012250211200369992,0.00022489993898654667
2019-02-28,Sector0,0.17015939067933575,0.20939954836875693,0.005328108984387842,0.015932644571589834,-0.0003691538601622446,-0.002220584962620508,0.00041612364866488484
2019-03-01,Sector0,0.23999999376024367,0.19999999999999998,-0.01594800040519169,-0.012887138938518674,-0.0003118757702748673,-0.0006121722933346032,-0.00012243443956789097
2019-03-04,Sector0,0.2383207797905277,0.1984326426749905,-0.001416119599127702,0.0011581132769814706,-9.074500815021265e-05,-0.0005108118324671846,-0.00010268135392956639
2019-03-05,Sector0,0.2374740388450222,0.19798275542731256,-0.007557212214632225,-0.006471995391927633,1.0521685923902627e-05,-0.00021485421679512843,-4.2856605115093386e-05
2019-03-06,Sector0,0.23875705943556225,0.19803586194389708,-0.006506140213659965,-0.005455450357483835,1.1685999501723466e-05,-0.00020807427130354925,-4.278534913583748e-05
2019-03-07,Sector0,0.23821095071485082,0.19809302168560347,0.007022579687043332,0.002461827087540132,-0.0003329689540243116,0.0009034532635960598,0.00018296794910682476
2019-03-08,Sector0,0.237485481656099,0.19646640326332843,0.005014241853797622,0.0033671998653726208,-0.0001108036304544322,0.0003235884154895406,6.756014443938986e-05
2019-03-11,Sector0,0.23710486594542945,0.19593889550975305,0.006926087834781214,0.008450794252916076,-0.0002133222848600778,-0.00029874929154597666,-6.276601933202582e-05
2019-03-12,Sector0,0.23627148162210665,0.19493719505887622,0.02698786662089382,0.0234004160541791,0.0004553300461948185,0.000699327550887744,0.00014828470975600976
2019-03-13,Sector0,0.23963370643097479,0.19705831407263313,0.011900587746832295,0.014144278021985614,0.00018192778578779727,-0.00044213782292287557,-9.552599379524813e-05
2019-03-14,Sector0,0.24001651626292364,0.19789212800757092,0.013352397357689696,0.010072191829670738,-0.00013223771146795497,0.0006491268522418694,0.00013817665121962488
2019-03-15,Sector0,0.2404054921837846,0.19727900139939897,-0.0002432184869877936,-0.0035394098629108034,-0.00014750052593450722,0.0006502693430634022,0.00014215316699731507
2019-03-18,Sector0,0.240201992762331,0.1966041904960251,0.008872628619390574,0.00855388858939791,0.00018885442708266754,6.266562557538652e-05,1.3896364801976593e-05
2019-03-19,Sector0,0.24136675385754092,0.19745224848166337,-0.004221327064745642,-0.008568076827762417,-0.0004071811944769632,0.0008582755142947995,0.00019088536583559458
2019-03-20,Sector0,0.2401691373097004,0.19562273278712003,0.00984116618457835,-0.00043956852928099847,-4.491203613327463e-05,0.0020111454197845762,0.00045796976735291316
2019-03-21,Sector0,0.24237977492985185,0.19542561649419973,-0.00391540467552114,-0.013991852705831706,-0.0003877452158984753,0.001969196068395207,0.0004731311372838171
2019-03-22,Sector0,0.24181873484980387,0.1938024941904111,0.014996923828811279,0.012177361883444473,0.00014426076815992448,0.0005464381375364546,0.0001353847649227982
2019-03-25,Sector0,0.24244198509004164,0.19437946500886616,-0.006818594782888224,-0.007107939525722364,-7.205431060695366e-06,5.624267631522811e-05,1.3906637512848413e-05
2019-03-26,Sector0,0.24267556005944801,0.19435011986766063,0.016254016394454354,0.013747118061079151,0.00024522012598151974,0.00048721599158750936,0.00012114696547641485
2019-03-27,Sector0,0.24473113422732357,0.1953278405647581,-0.0034939314850438467,-0.008370455661179471,-0.00021710174711505576,0.0009525209367864077,0.00024091635592622836
2019-03-28,Sector0,0.24492714987967956,0.19446604997032857,0.016971600515841758,0.016649282714502115,0.00024998944556051665,6.267986966164145e-05,1.626451077596207e-05
2019-03-29,Sector0,0.24670096409198305,0.19541831771119064,0.009772063833332649,0.01127045048822173,0.00022393319345289633,-0.00029281219937932266,-7.68412329643752e-05
2019-04-01,Sector0,0.2399999999927374,0.19999999999999998,0.012589733769282284,0.012154019082400937,-1.6885674253940805e-05,8.714293737626943e-05,1.742858747208948e-05
2019-04-02,Sector0,0.2408109253461293,0.1999166202261697,0.007075016994534059,0.01117656103702976,-0.00011144710193646305,-0.0008199668226845217,-0.00016772979353677167
2019-04-03,Sector0,0.24009412799177615,0.19937926812686452,-0.013097625911597823,-0.02404274049858716,-0.0005002713210011679,0.002182228935918603,0.00044562880661467105
2019-04-04,Sector0,0.23928570439143304,0.1969003152279769,-0.0063731630093127704,-0.0021888807466049405,-0.00015523690191665836,-0.0008238864965300043,-0.0001773524320746182
2019-04-05,Sector0,0.23826197100819918,0.1961802270425866,-0.011865966579331921,-0.004069093245230872,0.00014544152426311603,-0.0015295923809062332,-0.0003281060273779524
2019-04-08,Sector0,0.23746817499677547,0.19686339967189573,-0.009482992767331519,-0.001164647607880178,0.00029522272118425754,-0.0016375777077338484,-0.00033776453627432264
2019-04-09,Sector0,0.23647914664169437,0.19830689899760637,0.02203720339931252,0.01968029350649424,0.00016254091335026616,0.0004673914920615736,8.996854810346022e-05
2019-04-10,Sector0,0.2384642997903308,0.19913848301045123,0.007903847160043512,0.004721725873270524,3.311402586091343e-05,0.0006336828058032378,0.0001251395186949891
2019-04-11,Sector0,0.2392358867486273,0.19930551811826858,-0.0006082293379611726,-0.0004303613204611568,0.00018418474644041905,-3.545007738450991e-05,-7.102335506326728e-06
2019-04-12,Sector0,0.24068247270305476,0.2002295040448024,-0.009890682726206612,-0.0009232542040286029,0.00025521219145274157,-0.0017955437655529179,-0.0003627591049527854
